duration	 protocol_type	 service	 flag	 src_bytes	 dst_bytes	 land	 wrong_fragment	 urgent	 hot	 num_failed_logins	 logged_in	 num_compromised	 root_shell	 su_attempted	 num_root	 num_file_creations	 num_shells	 num_access_files	 num_outbound_cmds	 is_host_login	 is_guest_login	 count	 srv_count	 serror_rate	 srv_error_rate	 rerror_rate	 srv_rerror_rate	 same_srv_rate	 diff_srv_rate	 srv_diff_host_rate	 dst_host_count	 dst_host_srv_count	 dst_host_same_srv_rate	 dst_host_diff_srv_rate	 dst_host_same_src_port_rate	 dst_host_srv_diff_host_rate	 dst_host_serror_rate	 dst_host_srv_serror_rate	 dst_host_rerror_rate	 dst_host_srv_rerror_rate	0.0026	0	0.07	0.3	0.00116	0.00451	0.4	0.5	0.6	0.2	0.7	0.1	0.8	0.9	0.1	0.11	 0.1.1	0.12	 0.1.2	0.13	0.14	 0.1.3	0.001	 0.001.1	0.15	0.16	0.17	0.18	 0.1.4	0.19	0.2	 0.001.2	 0.001.3
0	0	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0.011	0.092	0.1	0	0	0.092	0.017	0	0.011	0.012	0.1	0	0.009	0.017	0.1	0.092	0	0																																	
0	0	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.012	0.092	0.1	0	0	0.092	0.015	0	0.012	0.013	0.1	0	0.008	0.015	0.1	0.092	0	0																																	
0	0	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0.013	0.093	0.1	0	0	0.093	0.014	0	0.013	0.014	0.1	0	0.008	0.014	0.1	0.093	0	0																																	
0	0	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.014	0.093	0.1	0	0	0.093	0.013	0	0.014	0.015	0.1	0	0.007	0.013	0.1	0.093	0	0																																	
0	0	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0.015	0.094	0.1	0	0	0.094	0.012	0	0.015	0.016	0.1	0	0.007	0.012	0.1	0.094	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0.001	0.1	0.1	0	0	0.002	0.008	0	0.001	0.001	0.1	0	0.1	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0.012	0.1	0.1	0	0	0.012	0.006	0	0.002	0.001	0.05	0.1	0.05	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.013	0.1	0.1	0	0	0.013	0.006	0	0.003	0.002	0.067	0.067	0.033	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0.001	0.1	0.1	0	0	0.001	0.007	0	0.004	0.001	0.025	0.075	0.025	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.002	0.1	0.1	0	0	0.002	0.007	0	0.005	0.002	0.04	0.06	0.02	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.003	0.1	0.1	0	0	0.003	0.007	0	0.006	0.003	0.05	0.05	0.017	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0.004	0.1	0.1	0	0	0.004	0.007	0	0.007	0.004	0.057	0.043	0.014	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0.005	0.1	0.1	0	0	0.005	0.007	0	0.008	0.005	0.062	0.038	0.012	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0.006	0.1	0.1	0	0	0.006	0.006	0	0.009	0.006	0.067	0.033	0.011	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0.007	0.1	0.1	0	0	0.006	0.006	0	0.01	0.007	0.07	0.03	0.01	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.008	0.1	0.1	0	0	0.007	0.006	0	0.011	0.008	0.073	0.027	0.009	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.002	0.1	0.1	0	0	0.003	0.008	0	0.012	0.002	0.017	0.025	0.008	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.009	0.1	0.1	0	0	0.008	0.006	0	0.013	0.009	0.069	0.023	0.008	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0.01	0.1	0.1	0	0	0.009	0.006	0	0.014	0.01	0.071	0.021	0.007	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0.011	0.1	0.1	0	0	0.01	0.006	0	0.015	0.011	0.073	0.02	0.007	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.012	0.1	0.1	0	0	0.011	0.006	0	0.016	0.012	0.075	0.019	0.006	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.013	0.1	0.1	0	0	0.011	0.006	0	0.017	0.013	0.076	0.018	0.006	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0.014	0.1	0.1	0	0	0.012	0.006	0	0.018	0.014	0.078	0.017	0.006	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0.015	0.1	0.1	0	0	0.013	0.006	0	0.019	0.015	0.079	0.016	0.005	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0.016	0.1	0.1	0	0	0.014	0.006	0	0.02	0.016	0.08	0.015	0.005	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0.017	0.1	0.1	0	0	0.014	0.006	0	0.021	0.017	0.081	0.014	0.005	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.018	0.1	0.1	0	0	0.015	0.006	0	0.022	0.018	0.082	0.014	0.005	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0.003	0.1	0.1	0	0	0.005	0.008	0	0.023	0.003	0.013	0.013	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0.019	0.1	0.1	0	0	0.016	0.006	0	0.024	0.019	0.079	0.012	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.02	0.1	0.1	0	0	0.016	0.006	0	0.025	0.02	0.08	0.012	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0.001	0.1	0.1	0	0	0.001	0.007	0	0.026	0.001	0.004	0.015	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0.002	0.1	0.1	0	0	0.002	0.006	0	0.027	0.002	0.007	0.015	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.003	0.1	0.1	0	0	0.002	0.006	0	0.028	0.003	0.011	0.014	0.004	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0.004	0.1	0.1	0	0	0.003	0.006	0	0.029	0.004	0.014	0.014	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0.005	0.1	0.1	0	0	0.004	0.006	0	0.03	0.005	0.017	0.013	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0.006	0.1	0.1	0	0	0.005	0.006	0	0.031	0.006	0.019	0.013	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0.007	0.1	0.1	0	0	0.005	0.006	0	0.032	0.007	0.022	0.012	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.008	0.1	0.1	0	0	0.006	0.006	0	0.033	0.008	0.024	0.012	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131	0.009	0.1	0.1	0	0	0.007	0.006	0	0.034	0.009	0.026	0.012	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0.01	0.1	0.1	0	0	0.008	0.006	0	0.035	0.01	0.029	0.011	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0.011	0.1	0.1	0	0	0.008	0.006	0	0.036	0.011	0.031	0.011	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0.012	0.1	0.1	0	0	0.009	0.006	0	0.037	0.012	0.032	0.011	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.013	0.1	0.1	0	0	0.01	0.006	0	0.038	0.013	0.034	0.011	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0.014	0.1	0.1	0	0	0.01	0.006	0	0.039	0.014	0.036	0.01	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0.015	0.1	0.1	0	0	0.011	0.006	0	0.04	0.015	0.038	0.01	0.003	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0.016	0.1	0.1	0	0	0.012	0.006	0	0.041	0.016	0.039	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0.017	0.1	0.1	0	0	0.012	0.006	0	0.042	0.017	0.04	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.018	0.1	0.1	0	0	0.013	0.006	0	0.043	0.018	0.042	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0.004	0.1	0.1	0	0	0.006	0.008	0	0.044	0.004	0.009	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141	0.019	0.1	0.1	0	0	0.013	0.006	0	0.045	0.019	0.042	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0.02	0.1	0.1	0	0	0.014	0.006	0	0.046	0.02	0.043	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0.002	0.1	0.1	0	0	0.002	0.006	0	0.047	0.001	0.002	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.003	0.1	0.1	0	0	0.003	0.006	0	0.048	0.002	0.004	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0.004	0.1	0.1	0	0	0.004	0.006	0	0.049	0.003	0.006	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.005	0.1	0.1	0	0	0.005	0.006	0	0.05	0.004	0.008	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.006	0.1	0.1	0	0	0.006	0.006	0	0.051	0.005	0.01	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0.001	0.1	0.1	0	0	0.001	0.007	0	0.052	0.001	0.002	0.012	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0.007	0.1	0.1	0	0	0.007	0.007	0	0.053	0.006	0.011	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0.008	0.1	0.1	0	0	0.007	0.006	0	0.054	0.007	0.013	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0.005	0.1	0.1	0	0	0.007	0.007	0	0.055	0.005	0.009	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0.009	0.1	0.1	0	0	0.008	0.006	0	0.056	0.008	0.014	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.01	0.1	0.1	0	0	0.009	0.006	0	0.057	0.009	0.016	0.011	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.011	0.1	0.1	0	0	0.01	0.006	0	0.058	0.01	0.017	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0.012	0.1	0.1	0	0	0.011	0.006	0	0.059	0.011	0.019	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0.013	0.1	0.1	0	0	0.012	0.006	0	0.06	0.012	0.02	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.014	0.1	0.1	0	0	0.012	0.006	0	0.061	0.013	0.021	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.015	0.1	0.1	0	0	0.013	0.006	0	0.062	0.014	0.023	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0.016	0.1	0.1	0	0	0.014	0.006	0	0.063	0.015	0.024	0.01	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0.017	0.1	0.1	0	0	0.015	0.006	0	0.064	0.016	0.025	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0.018	0.1	0.1	0	0	0.015	0.006	0	0.065	0.017	0.026	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0.006	0.1	0.1	0	0	0.009	0.007	0	0.066	0.006	0.009	0.009	0.002	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0.019	0.1	0.1	0	0	0.016	0.006	0	0.067	0.018	0.027	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.02	0.1	0.1	0	0	0.017	0.006	0	0.068	0.019	0.028	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0.001	0.1	0.1	0	0	0.001	0.007	0	0.069	0.001	0.001	0.01	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.002	0.1	0.1	0	0	0.002	0.007	0	0.07	0.002	0.003	0.01	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0.003	0.1	0.1	0	0	0.002	0.007	0	0.071	0.003	0.004	0.01	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0.004	0.1	0.1	0	0	0.003	0.006	0	0.072	0.004	0.006	0.01	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.005	0.1	0.1	0	0	0.004	0.006	0	0.073	0.005	0.007	0.01	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0.006	0.1	0.1	0	0	0.005	0.006	0	0.074	0.006	0.008	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0.007	0.1	0.1	0	0	0.006	0.006	0	0.075	0.007	0.009	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0.008	0.1	0.1	0	0	0.006	0.006	0	0.076	0.008	0.011	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0.007	0.1	0.1	0	0	0.01	0.007	0	0.077	0.007	0.009	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0.009	0.1	0.1	0	0	0.007	0.006	0	0.078	0.009	0.012	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.01	0.1	0.1	0	0	0.008	0.006	0	0.079	0.01	0.013	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131	0.011	0.1	0.1	0	0	0.008	0.006	0	0.08	0.011	0.014	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0.012	0.1	0.1	0	0	0.009	0.006	0	0.081	0.012	0.015	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0.013	0.1	0.1	0	0	0.01	0.006	0	0.082	0.013	0.016	0.009	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0.014	0.1	0.1	0	0	0.01	0.006	0	0.083	0.014	0.017	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.015	0.1	0.1	0	0	0.011	0.006	0	0.084	0.015	0.018	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0.016	0.1	0.1	0	0	0.012	0.006	0	0.085	0.016	0.019	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0.017	0.1	0.1	0	0	0.012	0.006	0	0.086	0.017	0.02	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0.018	0.1	0.1	0	0	0.013	0.006	0	0.087	0.018	0.021	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.008	0.1	0.1	0	0	0.011	0.007	0	0.088	0.008	0.009	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0.019	0.1	0.1	0	0	0.014	0.006	0	0.089	0.019	0.021	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.02	0.1	0.1	0	0	0.014	0.006	0	0.09	0.02	0.022	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141	0.002	0.1	0.1	0	0	0.001	0.006	0	0.091	0.002	0.002	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0.003	0.1	0.1	0	0	0.002	0.006	0	0.092	0.003	0.003	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0.004	0.1	0.1	0	0	0.003	0.006	0	0.093	0.004	0.004	0.008	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.005	0.1	0.1	0	0	0.003	0.006	0	0.094	0.005	0.005	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0.006	0.1	0.1	0	0	0.004	0.006	0	0.095	0.006	0.006	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146	0.007	0.1	0.1	0	0	0.005	0.005	0	0.096	0.007	0.007	0.007	0.001	0	0.1	0.1	0	0																																	
0	0	0.12	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0.008	0.1	0.1	0	0	0.005	0.005	0	0.097	0.008	0.008	0.007	0.001	0	0.1	0.1	0	0																																	
